#\*l [nm]	Flux [mW/m\sp2\ep/nm]
  560.38  4.37032e-14
  560.40  4.09294e-14
  560.41  4.38170e-14
  560.43  4.16252e-14
  560.44  4.33353e-14
  560.46  3.68344e-14
  560.47  4.09932e-14
  560.49  4.23152e-14
  560.50  4.13918e-14
  560.52  4.27440e-14
  560.53  4.18138e-14
  560.55  4.67650e-14
  560.56  4.67540e-14
  560.58  4.44596e-14
  560.59  4.23916e-14
  560.61  4.54222e-14
  560.62  4.57473e-14
  560.64  4.30876e-14
  560.65  4.23953e-14
  560.67  4.70062e-14
  560.68  4.66631e-14
  560.70  4.55445e-14
  560.71  4.68695e-14
  560.73  4.35824e-14
  560.74  4.49554e-14
  560.76  3.89797e-14
  560.77  4.60276e-14
  560.79  4.35951e-14
  560.80  4.22480e-14
  560.82  4.50092e-14
  560.83  4.69036e-14
  560.85  4.59710e-14
  560.86  4.47457e-14
  560.88  4.52380e-14
  560.89  4.37516e-14
